,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,id
3559,0.839,0.508,1,-12.359,1,0.219,0.0126,3.06e-05,0.0928,0.874,80.014,206893,4,4,6JvodgYcsthsORxPsEYUoe
3560,0.796,0.867,10,-9.543,1,0.0309,0.0303,2.82e-06,0.134,0.971,120.682,319373,4,3,7yVtuQux71kxcRk99ILX5c
3561,0.613,0.701,2,-11.366,1,0.0755,0.744,0.0,0.322,0.964,96.795,128800,4,0,2KwHEWuvd2JCWVK0oQyLkf
3562,0.68,0.723,6,-5.598,0,0.0439,0.119,7.69e-06,0.359,0.676,129.012,266320,4,5,4EiZBnBOWr1RVsDew9zYOX
3563,0.838,0.72,10,-6.593,0,0.384,0.0312,1.11e-05,0.422,0.845,93.76,242947,4,4,6hxn98poTu1O4YZfafvC18
3564,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683,243307,4,9,5ojJNnX5ND2gMGojPd3NiO
3565,0.571,0.502,7,-14.405,1,0.0303,0.0158,0.014,0.0849,0.316,98.058,530560,4,9,3qmYlsTbC9CD9SGoVmaEDa
3566,0.561,0.319,9,-13.418,0,0.0313,0.466,0.0,0.0684,0.329,120.106,239667,4,8,0x1RspO36DgmXbZ9XmxvsN
3567,0.424,0.423,10,-10.004,1,0.0261,0.722,1.57e-06,0.118,0.25,96.051,259573,4,2,6D4vhXwVrO2OCgZvqEjsuA
3568,0.511,0.792,0,-6.608,1,0.0461,0.0206,0.00213,0.203,0.674,123.659,209733,4,1,5EdYYQD2axMpmH4sGkiWrN
3569,0.496,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.317,100.215,202013,4,5,5dWfl2PBpKHpBVdz95wxK1
3570,0.855,0.841,9,-8.313,0,0.0503,0.395,0.0251,0.572,0.884,106.569,256560,4,7,4klc508qHugrSruV1S7WD2
3571,0.539,0.386,4,-11.197,1,0.0338,0.853,0.000522,0.708,0.755,142.823,160000,4,7,4Ht8wlFBxdNiQQSdWTBOik
3572,0.485,0.778,3,-8.898,1,0.0494,0.0411,9.12e-05,0.331,0.742,125.252,245400,4,1,3LHfwytgLE73YKEAw24HcT
3573,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173,4,10,2iXBZ32Fz5VDCLeE0JIdX5
3574,0.61,0.577,7,-7.178,1,0.036,0.276,0.000373,0.0643,0.716,104.803,399040,4,9,5r6IOSsig1NgR2Nnsg9c9s
3575,0.574,0.256,7,-15.044,1,0.0298,0.61,7.7e-05,0.1,0.568,82.331,163160,3,11,1YhNCQ3XOdTCZgubfX8PgB
3576,0.799,0.689,5,-8.127,1,0.0443,0.565,0.0,0.146,0.948,123.169,166600,4,0,0VtvetMMdBu88MbUeM5YnL
3577,0.656,0.704,7,-9.644,1,0.0585,0.706,3.4e-06,0.408,0.965,125.031,141960,4,0,12KirOpUDcCAjySIfqxSng
3578,0.727,0.649,0,-5.356,1,0.0338,0.661,0.0,0.111,0.669,129.992,254533,4,1,6Hn9Uc1mMNfqChXU3txNke
3579,0.557,0.446,2,-7.546,1,0.0593,0.204,0.0,0.0924,0.819,186.477,276067,4,10,6xFTqbFZsFihHoghoxNi3O
3580,0.634,0.571,5,-7.757,0,0.0285,0.501,0.00107,0.0938,0.262,127.222,236587,4,8,1Nchgvmv9DUrB8X1n442EH
3581,0.901,0.576,5,-10.314,0,0.0566,0.41,9.72e-05,0.0447,0.959,124.995,268667,4,5,6ccQ7Mqwb9F3CSwQ7UoxbE
3582,0.571,0.512,0,-9.73,1,0.0259,0.238,0.0773,0.0998,0.188,72.17,257040,4,9,6lTaVAtnxa69VgRwxOcMsJ
3583,0.82,0.46,9,-11.401,1,0.0484,0.767,0.0,0.28,0.758,127.056,131880,4,0,3yaDHPIsjORc43AdGbYvrG
3584,0.405,0.0801,2,-21.803,1,0.0462,0.892,0.0,0.215,0.474,89.213,155400,3,11,53UXXBcCpH5Lap3rIvMYel
3585,0.483,0.295,5,-16.4,1,0.0454,0.684,2.64e-06,0.0911,0.651,63.171,178840,4,2,1VCpk2RhA2ZYVnKEf6hMXg
3586,0.64,0.395,4,-11.628,0,0.032,0.65,0.0408,0.248,0.633,124.164,186000,4,8,2GLnxNLB83jsC3T3RF2XBW
3587,0.537,0.298,9,-14.78,1,0.0337,0.601,0.712,0.211,0.604,88.188,132173,4,6,4dp3AbYKyxOJNXC8Wq4PpJ
3588,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,4,9,5MxNLUsfh7uzROypsoO5qe
3589,0.5,0.543,8,-7.354,1,0.0341,0.103,0.0,0.0748,0.597,106.291,247267,3,11,2ht21Rlf8L6cPLBkYmhpcs
3590,0.655,0.837,5,-7.984,1,0.0264,0.053,0.0137,0.104,0.928,141.68,236733,4,3,5SIYaNaet1KMzNsPJXhUUV
3591,0.458,0.265,6,-14.452,1,0.0313,0.723,0.000254,0.192,0.352,120.411,354400,4,2,2uKcU4FPX5eOjmd6RWb9OF
3592,0.68,0.967,4,-2.771,1,0.0664,0.0661,1.75e-06,0.0808,0.895,115.748,219813,4,3,2bxY1baYlyXNzmjOkFvqId
3593,0.761,0.48,7,-14.141,1,0.0298,0.537,0.000151,0.0535,0.689,124.163,277973,4,0,7ttAAvkXzs3IC1Qm3H1N3k
3594,0.429,0.521,4,-14.158,0,0.0332,0.076,0.859,0.207,0.753,133.792,121933,4,6,4yrLFQcAPcfuoVffiUlUz6
3595,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,185587,4,7,2nLtzopw4rPReszdYBJU6h
3596,0.543,0.482,5,-11.189,1,0.0335,0.484,0.000251,0.318,0.54,118.619,207533,4,0,7kswo7MhNkfPLNXlLj6297
3597,0.352,0.3,8,-9.282,1,0.0301,0.413,0.0,0.1,0.295,58.686,195840,4,2,2xLU9wcdlFtuCIUDn05d2p
3598,0.712,0.907,0,-9.149,1,0.0439,0.0512,0.00203,0.388,0.961,120.755,255187,4,1,5PDuyllF8D5TqVkoGoPOWS
3599,0.671,0.233,11,-18.003,0,0.0378,0.874,0.00016,0.12,0.486,108.063,133960,4,8,1wHJ3n8ERZljmfGXc1PRbe
3600,0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,253533,4,4,4IYKjN1DrYzxKXt0umJqsG
3601,0.394,0.486,10,-9.742,1,0.0366,0.627,0.0,0.167,0.427,133.685,175373,4,2,1ljijVo7rDHSuXIhydPpNl
3602,0.831,0.834,11,-5.327,0,0.222,0.0148,0.0,0.303,0.381,87.027,231800,4,4,2rbb3lOMI71NIMbJCS1wQQ
3603,0.594,0.898,4,-4.796,1,0.0452,0.0231,0.0,0.0627,0.808,161.512,197053,4,10,2L51ByCm8ugVheFc8UklzS
3604,0.683,0.505,5,-8.369,1,0.0299,0.404,1.11e-05,0.158,0.852,110.254,147867,4,0,2rvi48m2a7YMPjkf23tK5L
3605,0.668,0.33,5,-11.446,1,0.164,0.633,0.0,0.142,0.922,179.12,152333,4,0,381p26CVcoAGD2ECz1yHda
3606,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,310387,4,3,6qUEOWqOzu1rLPUPQ1ECpx
3607,0.617,0.37,4,-11.898,0,0.027,0.175,0.0,0.108,0.541,81.293,183440,3,11,3Xfth33bqpO4557vvCNJMG
3608,0.548,0.658,7,-8.063,1,0.0314,0.164,0.000132,0.109,0.276,127.892,315360,4,9,0NWJPV3utX0J4tfwzyotNB
3609,0.706,0.861,10,-5.774,1,0.0411,0.157,1.29e-06,0.256,0.887,99.992,300467,4,3,4AiVt49hSjkkArFOIlAZhL
3610,0.669,0.271,9,-11.829,1,0.0285,0.569,0.0,0.12,0.762,110.576,118000,4,0,6WiFkMu3JkHuyyOGuJpCYi
3611,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,193653,4,7,5lDriBxJd22IhOH9zTcFrV
3612,0.466,0.476,11,-9.289,1,0.031,0.749,0.0,0.22,0.856,133.731,145467,4,0,0hbC2CAJidLslKqJ39Lxh4
3613,0.361,0.878,3,-5.512,1,0.0711,0.241,0.00685,0.128,0.842,200.297,178840,4,10,6p5iX3L9sB7javvRErjbde
3614,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,155880,4,8,3PzsbWSQdLCKDLxn7YZfkM
3615,0.51,0.808,6,-8.649,0,0.0475,0.0281,0.0,0.295,0.738,170.037,330307,4,5,3efqNhyZjnIX2Pnu4Jx8dq
3616,0.754,0.854,0,-7.114,1,0.0363,0.00148,0.00692,0.0675,0.761,113.908,282840,4,1,4Y5yjzs9FFw5qIgfZBd43I
3617,0.614,0.812,8,-7.813,1,0.0553,0.436,0.116,0.0739,0.584,118.802,351387,4,3,0beNLCZi4B3W3rbZMd7CzB
3618,0.213,0.487,10,-8.517,1,0.0316,0.715,0.0,0.0841,0.364,73.091,183373,4,2,2mZ4TDha5FgkGC3l2winZk
3619,0.733,0.689,10,-13.001,0,0.0388,0.0503,0.00115,0.0656,0.888,111.695,337400,4,5,4aYOQDyN2wTOlt2mRQ6zef
3620,0.617,0.931,2,-4.814,1,0.0469,0.26,0.0,0.12,0.557,118.966,279027,4,1,3MrWnFHZd9uZiVXwoZOxqd
3621,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,4,1,6GgPsuz0HEO0nrO2T0QhDv
3622,0.61,0.315,8,-14.12,1,0.0342,0.517,4.42e-06,0.361,0.58,135.521,194733,4,0,3X1a60iOm7XAJ1ZT1w2TVq
3623,0.635,0.661,5,-7.848,0,0.0471,0.26,1.01e-05,0.0906,0.857,108.975,232667,4,5,3pErM4EiWKf3k8KU3jjbXn
3624,0.698,0.401,4,-15.521,1,0.0384,0.179,4.78e-06,0.0848,0.967,130.634,165427,4,0,2KZW32MflXk3curke9TPGo
3625,0.807,0.764,2,-5.186,1,0.0312,0.082,3.87e-05,0.115,0.371,119.867,238360,4,1,4FMNpPI7mkhdeFCCk6fZiE
3626,0.889,0.651,2,-7.264,0,0.0437,0.0312,0.00909,0.0739,0.967,119.784,258093,4,5,6EAlodKHBI1HxpSozNegwv
3627,0.577,0.289,1,-10.038,1,0.0242,0.641,2.28e-05,0.112,0.467,91.88,191227,4,2,1CehqRT9rKPS2cMUFKtLhc
3628,0.782,0.873,2,-7.157,1,0.0475,0.141,0.0571,0.112,0.858,123.181,252933,4,1,0KxTWgl64TNOQXiGFJYc6t
3629,0.622,0.845,1,-5.984,1,0.0324,0.117,0.0,0.0984,0.718,132.747,211467,4,1,63diy8Bzm0pHMAU37By2Nh
3630,0.529,0.908,8,-3.564,1,0.0349,0.069,4.19e-06,0.0624,0.936,149.294,121467,4,10,2qtFkMvkD5R7kKYCNIh5MR
3631,0.659,0.754,1,-9.082,0,0.0396,0.028,0.00898,0.289,0.887,105.409,261227,4,5,3t14IyH0Pwz1E7oMJZD1u5
3632,0.655,0.623,11,-6.302,0,0.116,0.0861,0.000346,0.0652,0.615,175.973,214787,4,5,2CZi8d774dBB0wiuWMIpr8
3633,0.602,0.499,0,-6.683,0,0.0287,0.516,0.00116,0.0756,0.401,91.034,184170,4,8,4ffUyLAqijqFmhDQuNEs2F
3634,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005,220107,4,5,1C2Q3AymKS17bw7T5gfq6p
3635,0.914,0.528,3,-9.114,1,0.0508,0.499,4.38e-06,0.0454,0.898,107.557,241360,4,1,0No5Hr1LxZjJHGsQSTy2bm
3636,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,220853,4,3,10aWGOqSDBqvNzJ9NeKDbK
3637,0.606,0.506,5,-8.995,1,0.0269,0.391,0.0,0.148,0.459,96.433,172080,4,0,6RKz3vG1aCUJxTqAR4JOEP
3638,0.613,0.912,2,-4.638,1,0.0328,0.0378,3.65e-05,0.52,0.733,131.968,268240,4,7,1lJZSsMoWEbrgaY6CxPMf8
3639,0.436,0.565,4,-7.268,1,0.0294,0.0557,0.0,0.244,0.582,112.169,190933,4,9,0tY6WuVkmCth6YHl8xKrew
3640,0.234,0.601,11,-7.103,0,0.0501,0.344,0.0,0.261,0.523,167.853,187080,4,10,1tfxuTuZb7pd8eWvsMN3yp
3641,0.433,0.627,6,-9.376,1,0.0349,0.47,0.0818,0.503,0.748,75.379,192360,4,7,3BrUr1rwAYJbf6sLlDf7WN
3642,0.691,0.706,1,-5.983,0,0.115,0.27,0.0,0.272,0.892,169.722,203080,4,5,5vIvHVCP0n6EXTMH0fOpAp
3643,0.414,0.572,8,-3.918,1,0.0311,0.163,0.0,0.115,0.16,145.184,228280,4,9,4kvdX9zzsix7jYHsRVkVUH
3644,0.671,0.449,1,-8.128,1,0.109,0.661,6.02e-06,0.334,0.853,136.791,127507,4,0,6QctzrZIzErXZXJqUv54hL
3645,0.599,0.703,11,-7.058,1,0.0502,0.442,0.0,0.232,0.887,92.828,173773,4,3,0cWPr2PvYTQERq88b4jGXw
3646,0.65,0.8,9,-8.202,1,0.0321,0.00849,0.155,0.0678,0.956,136.2,130227,4,3,0wegjSmMmGyIt8hr0KCu9u
3647,0.611,0.813,9,-7.689,0,0.0279,0.339,0.898,0.224,0.821,140.112,209573,4,6,0X5C4WjQNubRysTkHOubz3
3648,0.306,0.422,0,-13.578,1,0.0345,0.0387,1.1e-06,0.0809,0.671,201.042,269707,3,11,2F1tiSvwwzEpMyEEfVGyaA
3649,0.457,0.328,2,-11.928,1,0.0345,0.495,1.13e-05,0.0615,0.329,121.187,297800,4,9,3fn87ydk7ihtvVr8EwjYvr
3650,0.641,0.74,6,-8.425,1,0.118,0.249,0.0,0.281,0.914,152.939,214973,4,10,5lYpHO6ZO4Shys3GD8rav6
3651,0.381,0.415,0,-10.298,1,0.0691,0.675,0.0,0.0795,0.257,61.908,269467,3,11,5919i3Sp9U2IE5m7hhlgSw
3652,0.49,0.319,10,-14.069,1,0.0384,0.732,2.37e-05,0.105,0.334,80.181,208760,4,2,6eVAEqfTAe6FmPcwY7hhnG
3653,0.564,0.538,1,-8.602,1,0.0454,0.398,0.0,0.542,0.744,117.63,169667,4,7,04mM09QFKXdH8MO5fgqyfx
3654,0.322,0.275,7,-14.655,1,0.0367,0.812,0.00162,0.0986,0.665,206.682,193720,4,10,6Z6bFqqxhHS53Z5SqT0exe
3655,0.646,0.35,8,-11.539,0,0.0486,0.665,0.000122,0.0472,0.552,80.882,167067,3,11,6AIB4vBOGWM4FJ65yNWaXu
3656,0.952,0.301,2,-13.936,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,307400,4,1,1tjK9HhmpEfk0ijyIKsoUk
3657,0.49,0.581,5,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718,205480,4,9,01UYpHuzHi4eB9PAbDoPY2
3658,0.29,0.125,4,-17.262,1,0.0345,0.915,0.000243,0.0937,0.277,165.897,119747,5,2,24fo7tdfOXJ6mlRl8PMup8
3659,0.566,0.484,3,-8.149,1,0.0254,0.814,5.13e-05,0.237,0.692,99.61,151200,3,11,7MVis6mLRdMsYTbyxXhy0Q
3660,0.676,0.339,1,-13.805,1,0.0509,0.717,9.77e-06,0.109,0.756,136.882,174840,4,0,1MHgV79MSYE6ymNlGa3bRY
3661,0.641,0.72,5,-5.209,1,0.0336,0.0688,0.00286,0.193,0.418,92.988,275027,4,9,0K3tgQDfulexWyVVDrxqb7
3662,0.516,0.406,2,-16.025,0,0.0272,0.128,7.14e-05,0.559,0.689,108.949,182573,4,7,3bMM2ecgyg7eWFNlTSwgDH
3663,0.645,0.727,0,-4.066,0,0.0329,0.516,0.0,0.211,0.751,121.269,165520,4,5,6ClsM1x4P327baDUXp2Dep
3664,0.572,0.523,2,-5.413,0,0.0256,0.634,0.0,0.181,0.631,107.791,217440,4,8,0ECGe76uQAsgjXHE3uDkbk
3665,0.797,0.785,6,-7.523,1,0.0723,0.0712,0.0,0.0691,0.863,105.072,294720,4,3,1TtJkmAW9Rc55iVOPgZ33z
3666,0.624,0.945,7,-3.109,1,0.0343,0.0698,4.57e-06,0.0867,0.914,104.77,218200,4,3,6znv7i4Wif5fLwI6OjKHZ4
3667,0.531,0.48,9,-10.633,1,0.0366,0.256,0.000136,0.0908,0.881,104.117,134227,4,0,2ik5qJAcmrjbpON5QPxmRr
3668,0.538,0.566,2,-9.002,1,0.0309,0.198,0.0,0.099,0.509,129.176,174560,4,1,0neniOq88zX3RLJmYffzjc
3669,0.505,0.898,11,-7.511,1,0.0452,0.0635,0.0,0.28,0.859,145.465,222707,4,3,2Go3GgCcMjtZVdLUo2CI63
3670,0.278,0.544,0,-14.121,1,0.0829,0.178,0.0,0.486,0.481,132.662,175373,4,7,70Cz8FcVCa5DHXiIrev85V
3671,0.502,0.68,5,-11.368,1,0.0406,0.75,0.0483,0.232,0.937,91.813,174160,4,0,42X4AMue61nbWRF7VGIbSz
3672,0.405,0.946,2,-7.831,1,0.416,0.207,1.46e-06,0.0889,0.468,176.45,219587,4,4,5sj71X3Em004zkOXXQpUcG
3673,0.602,0.523,4,-9.692,1,0.0283,0.162,1.73e-05,0.101,0.503,124.538,228933,4,9,0zrGFRlWIdOohOxxgFdPU6
3674,0.4,0.563,8,-10.233,1,0.0307,0.17,0.0,0.133,0.442,138.006,245733,4,9,5JGdpqo9wrRtOZtui5GShI
3675,0.882,0.57,1,-7.565,1,0.0832,0.0886,6.54e-06,0.0932,0.815,96.785,300133,4,1,0ALJZXgutuN6F680E8lQPs
3676,0.638,0.712,0,-11.103,1,0.0658,0.0499,0.667,0.259,0.917,126.334,182544,4,6,0mOIj8tjNHcOBWSTGXmGVr
3677,0.297,0.182,1,-10.944,1,0.0298,0.846,0.00267,0.134,0.092,83.391,159640,3,11,1gJOqXpRjz9GeEEwQpcujK
3678,0.543,0.807,8,-5.873,1,0.0348,0.427,1.44e-05,0.257,0.974,147.534,123960,4,10,0CG9FrQpqk06R6KN8HIv43
3679,0.516,0.892,1,-4.168,1,0.0969,0.281,0.0,0.283,0.961,184.194,139920,4,10,3uK6SqdNXutPBNi6vUenpt
3680,0.782,0.713,2,-6.999,0,0.0325,0.179,0.0321,0.105,0.572,124.674,251200,4,5,0qrOEuhMXqAyMMyfOCZ2yC
3681,0.853,0.651,5,-11.51,0,0.0616,0.117,1.29e-05,0.105,0.956,115.998,279267,4,5,7u6LEYwKn30ENoV23LK1vV
3682,0.718,0.187,2,-13.456,1,0.0364,0.583,0.557,0.0782,0.494,61.544,166013,4,6,0EEvZsgmGsNrxabexYNiBa
3683,0.633,0.459,2,-10.979,1,0.0304,0.104,0.00182,0.287,0.696,124.093,176613,4,1,4G4tssBhGWv9YCZf9zQlB8
3684,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,296800,4,8,2M9ro2krNb7nr7HSprkEgo
3685,0.888,0.833,3,-4.381,0,0.0912,0.256,0.00159,0.485,0.962,121.002,388226,4,5,5gfPJ45gpn3ThswDyeW0Qc
3686,0.757,0.496,11,-8.031,0,0.0467,0.00219,9.27e-05,0.0395,0.862,107.963,221400,4,5,24gxdUxufJ5eSamdYcPAKH
3687,0.533,0.889,7,-4.566,1,0.0362,0.00366,0.0593,0.338,0.579,124.768,237653,4,3,2SWn864dJI5RNyrp3F4Kp1
3688,0.504,0.739,9,-7.265,1,0.0316,0.0179,0.08,0.0949,0.417,128.918,248360,4,9,4D40ZlFAWsvX7lua1Kablh
3689,0.621,0.76,0,-6.14,1,0.0366,0.0115,0.0038,0.0526,0.775,149.29,209773,4,1,0jsfrgsAk65LbxfrrSPnm5
3690,0.545,0.762,2,-3.634,1,0.0301,0.0334,0.0,0.209,0.36,130.926,226147,4,9,7qpDqr5TxcTlOHG0k7moGt
3691,0.513,0.448,11,-11.074,0,0.0325,0.135,0.0,0.0678,0.172,97.63,173867,4,8,6Ndauo9gCxNjTfklsFYS7b
3692,0.309,0.596,5,-5.599,1,0.0293,0.101,0.0,0.21,0.161,164.587,394400,3,11,1zng9uqqXoPkmU05nsAlsw
3693,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,247320,4,9,3Am0IbOxmvlSXro7N5iSfZ
3694,0.681,0.476,7,-15.447,1,0.0294,0.294,6.18e-06,0.079,0.668,120.535,279693,4,0,06IsyJksK6vgJX66rU77Ij
3695,0.266,0.735,7,-5.863,1,0.0508,0.421,0.0117,0.17,0.442,136.148,151013,4,10,3Cs2cP4ucvaO22LCNljzJY
3696,0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,308853,4,9,0v0XYK0pLgsPiq5u4FKHaw
3697,0.593,0.804,7,-5.497,1,0.0319,0.105,2.22e-06,0.047,0.962,148.959,138360,4,10,6Um3XCAxl9YfFmAnGl93xc
3698,0.551,0.302,9,-12.338,1,0.0288,0.876,0.000932,0.11,0.227,90.911,145907,3,11,6UBtTtvCYXobJ01jCeslRy
3699,0.643,0.662,11,-7.002,0,0.0334,0.667,0.0,0.211,0.708,135.562,201200,4,8,69fQ88svpF1qELoC4c5Nol
3700,0.784,0.626,11,-14.617,0,0.0572,0.0425,0.703,0.0645,0.952,136.886,151440,4,6,6Z5wWOqBfk4G3bP1KF2Vbj
3701,0.257,0.325,10,-11.119,1,0.029,0.652,1.58e-05,0.118,0.196,146.367,176853,4,2,78DSnVdZiuakQPwV0ler7s
3702,0.578,0.911,4,-7.733,1,0.0428,0.0362,1.75e-05,0.0526,0.775,89.539,244013,4,1,3LVRM23d9ltvRoquuZy1Yb
3703,0.873,0.754,8,-6.286,1,0.0496,0.0377,0.0,0.053,0.556,106.33,288554,4,3,6G2ruyUGGbhx8VxcXxRp8x
3704,0.75,0.721,1,-5.997,1,0.188,0.531,0.0,0.122,0.623,87.254,286040,4,4,1VRqTW1Uoyo4C9hMJOjIPG
3705,0.765,0.872,10,-6.993,0,0.119,0.0038,0.482,0.275,0.901,118.074,216000,4,5,4d8Bqtm7ODdQLFXxPSuK64
3706,0.632,0.356,9,-10.811,1,0.0309,0.523,5.76e-06,0.0961,0.197,131.28,294960,4,9,0YL8rCxASTV9uBE9Sur0Ag
3707,0.612,0.236,7,-8.687,1,0.0306,0.875,0.0,0.101,0.479,84.701,148467,4,2,0pvR9cDOol3J78y5AvLcym
3708,0.904,0.747,1,-7.218,0,0.158,0.296,0.00291,0.322,0.611,115.182,213920,4,5,1FXPDGbO6mVSqnQKts7Nvr
3709,0.66,0.443,1,-10.199,1,0.0373,0.663,0.0182,0.114,0.416,82.984,352893,4,9,2rN2WzftSKZzDLFApWECWz
3710,0.603,0.973,5,-4.454,0,0.176,0.0272,0.00731,0.472,0.408,122.756,273493,4,4,4N8oxV3hvn8Efyo4yxp3LG
3711,0.595,0.632,10,-11.916,1,0.0286,0.346,0.0,0.219,0.802,98.145,190040,4,0,3JpnpRGbgbUjOA0yow6ILI
3712,0.611,0.591,2,-7.138,1,0.0352,0.717,0.00888,0.478,0.91,124.115,165840,4,7,5QV1ERhFeYKZfK1Y99gYG6
3713,0.64,0.321,2,-10.695,1,0.0265,0.755,0.0,0.186,0.621,101.389,155333,3,11,7y1DMXtCI1JTi4aZE0si9f
3714,0.598,0.848,9,-6.934,1,0.042,0.0151,0.00545,0.0748,0.714,144.562,251293,3,3,0D2UIFvpE0xb5wEgWrpps2
3715,0.718,0.877,6,-6.583,1,0.0497,0.204,0.000231,0.0546,0.962,116.083,269080,4,3,6IuOHB4yZcU935GKqT1K6I
3716,0.639,0.757,10,-12.351,0,0.0496,0.00559,0.0509,0.134,0.643,125.209,218840,4,5,4npQqHOi5Zxxyw1oarSivu
3717,0.885,0.766,4,-10.997,1,0.0449,0.0739,0.000735,0.286,0.771,111.413,293867,4,1,4sqqkZdSdFqcEtvO9KFJVX
3718,0.72,0.675,1,-8.575,0,0.0532,0.152,3.41e-05,0.328,0.661,95.014,309773,4,5,2k431Ect1b8BW0oTvHEU5R
3719,0.867,0.42,1,-9.478,1,0.167,0.00328,3.18e-06,0.0887,0.367,121.66,306693,4,1,1Pqv7l6vxjBxd5fx4bWchC
3720,0.682,0.425,7,-13.178,1,0.0366,0.732,2.71e-06,0.128,0.681,90.056,160840,4,0,2XqB7lzRMX6EFWY8HD4nZl
3721,0.831,0.365,4,-12.743,1,0.0328,0.218,0.000353,0.104,0.857,97.169,204307,4,0,03wdJccgmNZt1tdXEpmuov
3722,0.788,0.54,9,-8.897,1,0.0512,0.0777,0.0419,0.287,0.835,147.836,247293,4,3,1n7NZSDJsMum8SN08oG8Ya
3723,0.412,0.876,5,-6.008,0,0.47,0.102,0.0,0.297,0.703,130.159,273133,5,4,5Y77SQxEr1eiofPeUTPHxM
3724,0.694,0.661,7,-4.847,1,0.118,0.00188,0.0,0.676,0.702,82.48,244627,4,7,46lIt6GmL0VkkbuUyGDbCs
3725,0.463,0.396,7,-10.128,1,0.0304,0.0243,7.23e-05,0.173,0.365,80.753,272293,4,9,14IKLtPlsqWL077svIJYey
3726,0.615,0.754,4,-6.104,1,0.0379,0.721,0.0,0.077,0.786,145.299,228680,4,10,2pfEVSZdq5McocgAYWhgLu
3727,0.677,0.6,5,-7.011,1,0.029,0.198,6.94e-06,0.104,0.496,156.058,207293,4,10,6fSDIw1E5lSNCUgwuR7C7g
3728,0.436,0.51,2,-8.486,1,0.0326,0.425,0.000522,0.0864,0.616,98.279,178827,4,0,4H9lE5mGRGOIAjgqQURUZ8
3729,0.635,0.974,8,-5.373,1,0.052,0.00474,1.56e-05,0.41,0.495,142.049,196467,4,3,1eOHw1k2AoluG4VyjBHLzX
3730,0.376,0.42,4,-16.773,0,0.08,0.841,0.0774,0.111,0.59,98.173,293347,4,8,7q7uDXPaBfWGUOdnGZMqbq
3731,0.156,0.229,0,-12.475,1,0.0394,0.958,0.0154,0.439,0.12,50.975,235893,4,2,5zXcs1zUaFNPixhD69BrBF
3732,0.685,0.247,5,-14.434,1,0.126,0.652,2.1e-05,0.101,0.614,107.377,177707,4,0,0wIyNqbw5MQ8boNXIGVArN
3733,0.521,0.294,7,-13.056,1,0.0249,0.673,0.654,0.174,0.253,103.843,181627,4,6,4UmxT8BBTpryWrhYSFSKP9
3734,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,256000,4,9,5tVA6TkbaAH9QMITTQRrNv
3735,0.257,0.114,5,-18.38,1,0.0395,0.883,5.76e-06,0.11,0.234,132.181,141493,4,2,0hS3EuBvco3GoxACcKokzC
3736,0.546,0.725,0,-5.813,1,0.0372,0.244,0.0,0.677,0.829,119.74,175893,4,7,7JDSbEyUqPxlmRPyP9O86F
3737,0.812,0.455,11,-7.881,0,0.0302,0.213,0.00252,0.0739,0.905,93.953,254600,4,5,1ipELSUzoPbUt7IiJqm010
3738,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,238733,4,3,05wIrZSwuaVWhcv5FfqeH0
3739,0.696,0.736,7,-7.283,1,0.048,0.255,0.0,0.117,0.917,88.133,207427,4,3,52SCT6ImFklqEhH21lgErO
3740,0.722,0.85,2,-4.364,1,0.0298,0.682,0.0,0.304,0.973,130.738,124600,4,0,4BeSYb1t7IHUV4ufZNWBzO
3741,0.207,0.389,0,-13.62,1,0.0356,0.119,0.000164,0.122,0.168,173.075,270867,4,9,6X9AAdGL50tu0HQyBR5sqQ
3742,0.377,0.698,9,-6.834,1,0.107,0.226,1.74e-05,0.212,0.623,172.911,213507,4,10,7pACsHoFvLShxzXOm35n72
