,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
3736,0.546,0.725,0,-5.813,1,0.0372,0.244,0.0,0.677,0.829,119.74,175893,4,7
3737,0.812,0.455,11,-7.881,0,0.0302,0.213,0.00252,0.0739,0.905,93.953,254600,4,5
3738,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,238733,4,3
3739,0.696,0.736,7,-7.283,1,0.048,0.255,0.0,0.117,0.917,88.133,207427,4,3
3740,0.722,0.85,2,-4.364,1,0.0298,0.682,0.0,0.304,0.973,130.738,124600,4,0
3741,0.207,0.389,0,-13.62,1,0.0356,0.119,0.000164,0.122,0.168,173.075,270867,4,9
3742,0.377,0.698,9,-6.834,1,0.107,0.226,1.74e-05,0.212,0.623,172.911,213507,4,10
3743,0.367,0.353,11,-11.786,1,0.0288,0.335,0.0,0.1,0.282,74.103,247973,4,2
3744,0.391,0.548,2,-9.676,1,0.0526,0.715,0.000381,0.457,0.357,118.809,221333,4,7
3745,0.636,0.627,2,-11.175,1,0.0282,0.212,0.0,0.0861,0.721,100.187,217693,4,1
3746,0.641,0.836,0,-7.155,1,0.0284,0.105,0.0335,0.0714,0.659,113.758,234693,4,1
3747,0.486,0.853,4,-11.836,0,0.0297,0.257,0.000824,0.355,0.726,173.85,307000,4,10
3748,0.281,0.326,8,-9.105,1,0.0307,0.569,0.0,0.125,0.0867,127.817,240813,4,2
3749,0.556,0.463,6,-10.79,1,0.0268,0.817,0.0,0.116,0.764,109.586,247867,4,0
3750,0.62,0.399,7,-11.584,0,0.0311,0.854,1.58e-06,0.11,0.58,117.894,158947,4,8
3751,0.565,0.942,8,-6.821,1,0.0518,0.00107,0.000406,0.152,0.568,137.973,235000,4,3
3752,0.742,0.94,2,-3.485,1,0.0756,0.0866,0.0279,0.319,0.782,121.747,204427,4,1
3753,0.616,0.535,11,-8.789,1,0.0379,0.0814,0.0924,0.121,0.391,64.979,253040,4,9
3754,0.665,0.452,6,-8.486,0,0.0257,0.14,8.03e-06,0.125,0.304,136.12,272360,4,8
3755,0.536,0.571,0,-6.879,1,0.0278,0.355,0.0,0.0595,0.397,126.909,280933,4,9
3756,0.634,0.896,0,-3.073,0,0.0318,0.0298,0.0036,0.1,0.827,136.098,242240,4,5
3757,0.834,0.871,10,-6.972,0,0.0821,0.15,0.0721,0.287,0.835,110.294,225840,4,5
3758,0.553,0.693,2,-7.499,1,0.0276,0.0184,0.000567,0.228,0.712,90.692,146387,4,1
3759,0.573,0.332,3,-14.601,1,0.116,0.589,4.71e-06,0.0968,0.936,159.781,116720,4,0
3760,0.712,0.936,2,-4.246,1,0.0364,0.177,0.000837,0.0443,0.917,118.425,214280,4,1
3761,0.41,0.475,10,-10.635,1,0.056,0.605,0.0,0.123,0.356,147.113,175760,4,2
3762,0.652,0.654,6,-7.679,1,0.0275,0.186,0.0,0.162,0.708,127.555,208507,4,3
3763,0.457,0.489,9,-10.219,1,0.0537,0.532,0.0,0.346,0.753,69.903,139667,4,0
3764,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,278680,4,3
3765,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,218840,4,9
3766,0.429,0.652,10,-8.509,0,0.0682,0.441,6.35e-06,0.368,0.735,88.1,250307,4,8
3767,0.291,0.368,0,-13.472,1,0.0323,0.756,7.84e-06,0.107,0.419,79.059,228107,4,2
3768,0.495,0.883,11,-4.087,1,0.299,0.287,0.0,0.138,0.782,92.136,329627,4,4
3769,0.774,0.847,5,-3.925,0,0.121,0.0279,0.0183,0.241,0.923,143.011,198813,4,5
3770,0.68,0.53,7,-11.774,1,0.0393,0.499,0.0,0.123,0.853,125.775,154147,4,0
3771,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,230133,4,5
3772,0.792,0.529,1,-8.872,1,0.143,0.697,0.0,0.066,0.874,125.551,161320,4,0
3773,0.678,0.37,5,-16.073,1,0.0301,0.38,3.5e-05,0.128,0.622,121.595,323880,4,9
3774,0.673,0.813,5,-10.966,1,0.0445,0.153,2.87e-05,0.0547,0.896,91.786,390867,4,1
3775,0.579,0.536,9,-10.035,0,0.0388,0.484,5.4e-05,0.0937,0.67,81.868,204320,4,8
3776,0.614,0.547,1,-7.413,0,0.0446,0.293,0.0,0.0443,0.751,86.287,284760,4,8
3777,0.621,0.982,1,-4.762,0,0.0859,0.0194,0.00408,0.0352,0.531,95.672,209067,4,5
3778,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,230640,4,6
3779,0.813,0.693,10,-8.0,0,0.266,0.0341,0.0,0.121,0.618,103.508,391693,4,4
3780,0.518,0.549,0,-9.723,1,0.0284,0.202,0.0,0.389,0.776,106.51,271200,4,1
3781,0.473,0.562,2,-9.986,1,0.0472,0.173,3.56e-05,0.156,0.593,143.766,275560,4,9
3782,0.599,0.442,3,-9.755,0,0.0239,0.667,0.0,0.143,0.415,96.213,255720,4,8
3783,0.598,0.767,11,-7.839,1,0.0379,0.609,4.45e-06,0.349,0.911,133.138,136680,4,0
3784,0.505,0.11,5,-12.936,1,0.0317,0.952,0.0,0.125,0.167,72.115,163787,4,2
3785,0.72,0.72,3,-7.383,0,0.0264,0.195,0.0,0.0448,0.636,126.041,255653,4,5
3786,0.799,0.663,1,-17.368,1,0.341,0.547,0.0,0.347,0.172,107.025,136067,4,4
3787,0.738,0.65,0,-7.588,0,0.0345,0.153,0.000556,0.0956,0.874,129.682,175413,4,5
3788,0.515,0.641,5,-5.573,1,0.0272,0.567,0.0642,0.322,0.655,109.558,180253,4,0
3789,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,283733,4,4
3790,0.656,0.756,11,-6.516,0,0.0399,0.00785,3.49e-05,0.0927,0.542,118.56,478107,4,5
3791,0.6,0.814,0,-9.411,1,0.0415,0.00342,0.00209,0.0605,0.873,120.037,207867,4,1
3792,0.611,0.645,0,-7.394,1,0.0264,0.00339,4.45e-06,0.0793,0.411,106.639,261267,4,1
3793,0.617,0.773,7,-10.03,1,0.0323,0.0333,1.46e-06,0.0994,0.794,121.675,285093,4,3
3794,0.618,0.413,5,-9.311,0,0.398,0.134,0.000338,0.0913,0.462,87.412,337573,4,4
3795,0.335,0.163,10,-17.254,1,0.031,0.782,0.0,0.316,0.513,84.315,152360,4,2
3796,0.464,0.398,6,-14.282,1,0.03,0.401,0.0,0.064,0.817,98.256,152733,4,0
3797,0.546,0.396,7,-10.0,0,0.0236,0.784,0.00116,0.194,0.552,69.992,172187,4,8
3798,0.42,0.297,5,-17.036,1,0.0377,0.0122,0.861,0.0837,0.65,116.659,236400,4,6
3799,0.384,0.283,9,-15.493,1,0.0288,0.544,1.09e-06,0.154,0.259,78.568,191707,4,2
3800,0.738,0.442,3,-13.492,0,0.0392,0.14,0.104,0.0507,0.89,118.739,261240,4,8
3801,0.411,0.5,8,-9.215,1,0.0362,0.496,0.0,0.111,0.833,147.359,125413,4,10
3802,0.721,0.765,6,-13.036,1,0.0345,0.0344,2.83e-06,0.322,0.948,119.95,241840,4,3
3803,0.927,0.832,10,-7.665,0,0.0604,0.0139,2.6e-06,0.0394,0.958,115.384,307773,4,5
3804,0.703,0.726,9,-12.438,1,0.029,0.152,1.45e-06,0.0319,0.949,126.353,254840,4,3
3805,0.251,0.195,9,-12.913,1,0.0343,0.865,0.0,0.256,0.189,84.515,162000,5,2
3806,0.316,0.619,9,-11.696,1,0.0653,0.767,0.0,0.324,0.898,185.749,131120,4,10
3807,0.7,0.789,7,-9.591,1,0.033,0.612,2.72e-05,0.445,0.819,120.804,214584,4,7
3808,0.608,0.539,11,-10.712,1,0.0822,0.951,0.000235,0.116,0.916,163.493,124333,4,0
3809,0.425,0.681,1,-8.604,0,0.0316,0.0229,0.000219,0.0543,0.933,131.011,279333,4,5
3810,0.674,0.733,11,-4.883,0,0.0452,0.183,3.54e-06,0.42,0.596,92.996,258880,4,5
3811,0.365,0.751,2,-5.429,1,0.304,0.000707,0.0,0.318,0.604,79.119,248587,4,4
3812,0.617,0.861,7,-7.331,0,0.0717,0.346,0.000215,0.105,0.684,116.555,245067,4,5
3813,0.651,0.537,0,-7.944,1,0.026,0.854,0.0,0.304,0.746,112.825,138787,4,0
3814,0.382,0.819,3,-11.108,1,0.0488,0.482,1.56e-05,0.0859,0.578,156.108,142560,4,10
3815,0.461,0.454,10,-12.352,1,0.0488,0.404,0.0,0.0657,0.703,104.556,167107,4,0
3816,0.726,0.621,11,-8.474,0,0.037,0.769,0.0,0.257,0.965,113.525,163600,4,0
3817,0.517,0.89,9,-4.033,1,0.0539,0.005,1.47e-05,0.0824,0.632,118.009,214333,4,3
3818,0.776,0.835,0,-12.986,1,0.035,0.282,0.00025,0.243,0.977,116.548,295560,4,1
3819,0.435,0.69,0,-6.635,0,0.0388,0.463,0.0,0.104,0.51,163.486,271800,4,10
3820,0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.2,0.902,152.113,241040,4,10
3821,0.734,0.464,10,-10.704,0,0.0329,0.166,3.27e-06,0.0684,0.903,110.59,222173,4,5
3822,0.524,0.762,5,-5.473,1,0.0329,0.64,1.31e-06,0.0956,0.969,150.56,134000,3,11
3823,0.353,0.964,2,-3.797,1,0.0725,0.195,0.0,0.319,0.408,100.578,229293,4,9
3824,0.617,0.788,5,-5.055,1,0.0313,0.0978,0.000251,0.144,0.368,115.532,338840,4,9
3825,0.576,0.752,0,-6.213,0,0.0594,0.0334,0.299,0.0424,0.935,182.16,225653,4,10
3826,0.476,0.219,8,-13.406,1,0.0296,0.492,0.0,0.201,0.595,103.496,135333,4,2
3827,0.622,0.644,3,-7.484,1,0.0367,0.586,0.0,0.0594,0.666,139.166,173653,4,0
3828,0.267,0.156,9,-14.175,1,0.0301,0.907,0.000239,0.185,0.118,155.496,216293,4,2
3829,0.64,0.668,4,-11.47,1,0.0233,0.199,0.00104,0.0644,0.97,101.347,269013,4,1
3830,0.788,0.832,4,-10.783,1,0.0981,0.354,0.0,0.1,0.91,101.045,139560,4,0
3831,0.764,0.487,0,-6.734,1,0.0281,0.25,0.0,0.184,0.352,116.027,261320,4,9
3832,0.377,0.808,11,-8.322,1,0.0352,0.725,0.0,0.11,0.948,154.092,139640,3,11
3833,0.688,0.909,10,-4.756,1,0.0354,0.0608,1.97e-06,0.1,0.641,109.673,263680,4,3
3834,0.967,0.631,6,-12.426,0,0.137,0.000347,5.48e-05,0.488,0.898,121.437,313200,4,5
3835,0.822,0.969,7,-11.471,0,0.0582,0.259,0.000153,0.39,0.765,128.007,283748,4,5
3836,0.609,0.661,10,-6.773,1,0.0287,0.617,0.0026,0.266,0.568,121.219,264240,4,3
3837,0.618,0.704,4,-4.686,1,0.0321,0.159,0.000262,0.358,0.741,124.218,165744,4,3
3838,0.73,0.203,9,-16.389,1,0.0389,0.847,0.0,0.118,0.601,135.286,136719,4,0
3839,0.341,0.194,6,-9.98,1,0.0326,0.97,8.79e-05,0.112,0.141,118.61,164013,3,11
3840,0.511,0.447,2,-13.24,0,0.0314,0.361,0.000251,0.131,0.348,130.989,373933,4,8
3841,0.46,0.498,1,-8.835,1,0.0277,0.127,0.0295,0.186,0.403,144.149,284333,4,9
3842,0.738,0.868,1,-4.15,1,0.0348,0.0371,0.0,0.294,0.199,130.003,252933,4,9
3843,0.421,0.61,2,-5.418,1,0.0274,0.0372,0.0,0.288,0.713,81.608,212400,4,1
3844,0.549,0.493,7,-12.853,0,0.0382,0.787,0.000636,0.124,0.901,152.318,213187,4,8
3845,0.684,0.687,0,-6.393,1,0.0228,0.0631,1.29e-05,0.0601,0.752,91.201,286720,4,1
3846,0.615,0.719,11,-7.556,0,0.0291,0.404,0.0,0.706,0.86,116.787,150373,4,7
3847,0.507,0.803,0,-4.009,1,0.0423,0.532,0.0,0.03,0.849,86.625,162080,4,1
3848,0.439,0.891,0,-4.764,1,0.057,0.0122,0.0,0.547,0.695,148.599,168000,4,7
3849,0.783,0.586,9,-9.094,1,0.0257,0.445,0.000242,0.229,0.962,99.873,170907,4,0
3850,0.492,0.859,4,-4.274,1,0.0332,0.0659,0.0,0.0756,0.251,92.474,223853,4,9
3851,0.408,0.271,0,-12.746,1,0.0371,0.838,0.0,0.172,0.251,63.346,197267,4,2
3852,0.642,0.383,0,-11.762,0,0.0292,0.487,2.99e-06,0.0979,0.34,113.1,204507,4,8
3853,0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41,214707,4,3
3854,0.567,0.821,6,-5.894,1,0.0371,0.418,0.0,0.108,0.895,150.106,132307,4,10
3855,0.799,0.404,11,-13.597,0,0.0461,0.11,0.0,0.387,0.893,131.012,271267,4,8
3856,0.563,0.537,0,-9.491,1,0.022,0.503,0.0,0.187,0.445,89.96,244893,4,9
3857,0.693,0.765,2,-6.615,1,0.0401,0.455,0.0,0.151,0.746,133.381,166733,4,1
3858,0.626,0.441,9,-10.637,0,0.0308,0.761,0.0138,0.0685,0.563,78.094,291400,4,8
3859,0.678,0.733,11,-7.45,1,0.0342,0.563,0.0,0.0599,0.762,114.759,244333,4,3
3860,0.4,0.73,7,-9.633,1,0.054,0.000968,0.0179,0.0612,0.442,134.602,293453,4,9
3861,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179947,4,7
3862,0.359,0.591,5,-8.668,1,0.0561,0.637,0.0,0.281,0.91,183.318,132667,4,10
3863,0.653,0.239,5,-18.54,0,0.0453,0.806,0.0146,0.132,0.765,80.392,171373,4,8
3864,0.602,0.545,4,-9.972,0,0.0311,0.479,0.000214,0.0975,0.235,89.786,281067,4,8
3865,0.382,0.18,1,-12.606,1,0.028,0.12,0.0161,0.17,0.3,76.226,151933,4,2
3866,0.385,0.443,7,-9.627,0,0.0295,0.0632,0.0,0.0898,0.275,151.278,294533,4,9
3867,0.466,0.879,0,-6.944,0,0.159,0.688,0.000184,0.221,0.324,98.888,155227,4,8
3868,0.449,0.961,4,-4.305,1,0.0701,0.00854,0.00276,0.343,0.602,93.956,321827,4,3
3869,0.717,0.696,9,-11.94,1,0.0373,0.0115,6.11e-05,0.0494,0.904,146.658,358333,4,3
3870,0.602,0.774,0,-13.083,1,0.0338,0.0312,5.68e-05,0.0497,0.971,135.125,252427,4,1
3871,0.644,0.467,9,-15.255,1,0.0392,0.59,0.0032,0.108,0.966,116.639,120827,4,0
3872,0.756,0.756,4,-10.821,1,0.0433,0.489,0.000175,0.167,0.966,156.484,121067,4,0
3873,0.401,0.498,4,-10.682,1,0.0757,0.394,0.0,0.13,0.816,181.701,149160,4,10
3874,0.572,0.822,11,-6.015,0,0.361,0.207,0.0,0.359,0.472,94.812,289000,4,4
3875,0.525,0.652,5,-7.042,0,0.28,0.278,0.0,0.339,0.602,127.673,337640,4,4
3876,0.642,0.726,5,-7.913,1,0.0322,0.0878,0.0122,0.109,0.863,124.705,217600,4,3
3877,0.816,0.921,7,-6.243,1,0.14,0.218,0.0,0.33,0.754,112.483,158560,4,3
3878,0.608,0.594,2,-11.86,1,0.0435,0.32,4.75e-05,0.129,0.789,125.166,174293,4,0
3879,0.783,0.543,9,-11.565,1,0.0412,0.303,0.0159,0.0892,0.833,132.035,223533,4,0
3880,0.412,0.473,4,-10.964,1,0.037,0.383,8.41e-05,0.541,0.676,124.411,164907,4,7
3881,0.806,0.499,2,-9.524,1,0.0642,0.0451,0.000729,0.038,0.505,140.337,242667,4,1
3882,0.393,0.495,0,-14.033,0,0.0428,0.137,0.000269,0.134,0.624,202.297,284720,4,10
3883,0.671,0.541,9,-10.905,1,0.0442,0.466,2.38e-06,0.0616,0.732,128.583,160387,4,0
3884,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147,207587,4,4
3885,0.348,0.444,9,-10.001,1,0.0288,0.0201,1.23e-05,0.0639,0.241,138.194,286040,4,9
3886,0.484,0.789,11,-5.942,1,0.0731,0.752,0.0,0.118,0.778,148.649,185000,4,10
3887,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4,9
3888,0.531,0.71,10,-1.608,0,0.361,0.246,0.0,0.309,0.74,186.292,237200,4,4
3889,0.618,0.807,10,-8.18,1,0.0911,0.2,1.1e-05,0.39,0.772,102.208,330360,4,3
3890,0.462,0.628,7,-5.659,1,0.0274,0.0534,0.00025,0.12,0.0981,140.049,347760,4,9
3891,0.711,0.647,6,-5.225,0,0.0353,0.17,0.0,0.234,0.504,132.752,253653,4,5
3892,0.93,0.547,9,-8.289,1,0.22,0.0109,0.000881,0.0559,0.955,130.792,341293,4,4
3893,0.726,0.739,7,-7.115,0,0.033,0.0725,1.48e-05,0.292,0.539,118.836,231560,4,5
3894,0.767,0.551,0,-7.328,1,0.0616,0.00364,0.0,0.0451,0.796,100.904,275707,4,1
3895,0.689,0.584,11,-13.957,0,0.0314,0.0319,0.00275,0.327,0.837,127.132,196440,4,8
3896,0.318,0.288,5,-11.533,1,0.0306,0.484,0.0,0.132,0.311,149.849,202267,3,11
3897,0.262,0.818,2,-5.538,1,0.152,0.0218,0.916,0.276,0.395,183.629,402867,4,6
3898,0.332,0.371,4,-9.884,1,0.0396,0.729,0.00021,0.176,0.375,173.273,249093,3,11
3899,0.808,0.662,4,-8.632,1,0.0294,0.35,1.09e-06,0.0838,0.807,118.238,139227,4,0
3900,0.609,0.527,2,-10.39,0,0.0392,0.0287,0.0,0.106,0.69,109.167,169187,4,8
3901,0.678,0.188,2,-19.319,1,0.0339,0.282,0.0126,0.0726,0.629,106.68,160667,4,2
3902,0.653,0.738,4,-10.057,1,0.0285,0.397,0.0,0.0931,0.932,109.322,192960,4,0
3903,0.505,0.843,0,-3.952,1,0.0372,0.142,7.34e-05,0.148,0.809,114.076,179627,4,1
3904,0.596,0.466,10,-7.267,1,0.0294,0.159,0.0,0.125,0.759,105.197,184000,4,3
3905,0.288,0.392,0,-6.067,1,0.0293,0.951,0.000891,0.209,0.37,92.047,184627,4,2
3906,0.706,0.661,4,-7.693,1,0.0694,0.00841,5.66e-06,0.0377,0.896,121.031,406267,4,1
3907,0.627,0.554,1,-7.197,1,0.0229,0.193,0.0,0.146,0.684,89.943,268667,4,1
3908,0.181,0.772,0,-5.201,1,0.0385,0.0601,0.00045,0.072,0.607,166.741,197493,4,10
3909,0.588,0.44,11,-9.532,1,0.0272,0.672,2.44e-06,0.0895,0.56,102.183,182560,4,0
3910,0.228,0.358,5,-7.161,1,0.0306,0.582,2.84e-06,0.129,0.324,179.652,141840,3,11
3911,0.665,0.534,6,-7.585,0,0.0506,0.587,0.0,0.31,0.706,134.117,153693,3,11
3912,0.445,0.403,0,-9.298,1,0.0344,0.45,0.0,0.0847,0.359,99.825,215733,3,11
3913,0.555,0.456,4,-10.366,1,0.0299,0.252,0.0018,0.274,0.877,162.614,152293,4,10
3914,0.293,0.0348,4,-23.92,1,0.0414,0.962,0.000212,0.105,0.101,130.959,218267,4,2
3915,0.736,0.823,8,-4.231,1,0.0675,0.00358,0.000914,0.33,0.442,124.954,226227,4,3
3916,0.327,0.92,9,-5.223,1,0.0611,0.144,0.84,0.774,0.439,167.972,221493,4,6
3917,0.479,0.453,3,-12.806,1,0.0472,0.225,0.00038,0.143,0.756,81.18,188133,4,0
3918,0.533,0.567,10,-13.743,1,0.0539,0.549,2.61e-06,0.177,0.658,120.157,191667,4,0
3919,0.491,0.802,4,-7.106,1,0.0392,0.25,0.0,0.387,0.472,119.25,248907,4,9
3920,0.747,0.242,10,-8.971,1,0.039,0.689,0.0,0.133,0.662,129.736,174000,4,0
3921,0.798,0.646,0,-7.085,1,0.0348,0.202,0.0,0.0873,0.909,109.134,239427,4,1
3922,0.54,0.418,5,-9.889,1,0.0269,0.641,0.0,0.38,0.507,99.946,147536,3,11
3923,0.234,0.166,0,-15.951,1,0.0355,0.899,4.49e-05,0.233,0.36,185.194,166975,3,11
3924,0.692,0.88,10,-7.089,0,0.0812,0.152,0.0623,0.279,0.733,93.294,194440,4,5
3925,0.431,0.522,11,-8.625,1,0.0295,0.436,1.91e-05,0.109,0.233,199.786,237693,4,10
3926,0.492,0.32,4,-12.52,1,0.0368,0.711,0.0,0.0891,0.432,113.17,149397,4,2
3927,0.776,0.451,0,-11.224,1,0.0405,0.35,0.0,0.101,0.742,89.575,154000,4,0
3928,0.692,0.413,2,-11.91,1,0.0422,0.118,0.0,0.305,0.744,121.77,151613,4,0
3929,0.363,0.867,0,-8.635,1,0.0563,0.2,1.15e-06,0.134,0.491,147.93,210400,4,10
3930,0.621,0.387,0,-10.934,1,0.0312,0.312,2.5e-05,0.139,0.37,103.082,285867,4,9
3931,0.52,0.734,2,-10.375,1,0.0375,0.117,0.0,0.089,0.732,135.17,278800,4,1
3932,0.861,0.812,11,-6.092,0,0.0584,0.0702,0.000873,0.0589,0.693,111.658,288813,4,5
3933,0.405,0.737,11,-6.394,1,0.0464,0.0277,0.0,0.202,0.245,81.213,294987,4,9
3934,0.466,0.489,7,-13.762,1,0.0282,0.164,0.0605,0.553,0.529,89.198,375533,4,7
3935,0.47,0.296,0,-14.146,0,0.0356,0.155,1.61e-05,0.0878,0.539,180.696,196920,4,8
3936,0.776,0.563,0,-8.84,1,0.0324,0.223,0.00611,0.0681,0.395,131.728,255673,4,1
3937,0.427,0.17,4,-13.953,1,0.0293,0.827,3.78e-05,0.159,0.457,97.782,135800,4,2
3938,0.674,0.546,7,-11.461,0,0.0262,0.176,0.0045,0.0672,0.63,124.846,316733,4,8
3939,0.616,0.539,7,-9.339,1,0.0283,0.139,0.196,0.096,0.831,75.486,166000,4,0
3940,0.59,0.467,1,-8.385,1,0.0386,0.356,0.0,0.111,0.291,127.17,273733,4,9
3941,0.667,0.785,1,-7.364,1,0.0635,0.288,0.000122,0.0597,0.73,108.921,245333,4,1
3942,0.884,0.464,1,-12.876,1,0.222,0.000925,4.36e-06,0.0366,0.868,132.172,244867,4,4
3943,0.61,0.316,7,-12.6,1,0.0335,0.755,0.000218,0.121,0.708,110.0,128453,4,0
3944,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,279933,4,5
3945,0.594,0.744,4,-6.781,1,0.0314,0.126,0.0,0.095,0.78,121.224,232267,4,1
3946,0.441,0.13,8,-16.804,1,0.0319,0.651,1.81e-06,0.352,0.461,83.769,154733,4,2
3947,0.644,0.58,2,-7.744,1,0.0515,0.673,0.0,0.0975,0.788,127.2,141173,4,0
3948,0.422,0.408,10,-13.706,1,0.0326,0.455,8.29e-05,0.151,0.289,77.875,229867,4,2
3949,0.75,0.706,7,-7.461,1,0.156,0.088,0.0,0.535,0.59,93.603,292187,4,7
3950,0.859,0.782,10,-8.344,1,0.0369,0.154,0.0297,0.0693,0.931,119.518,247133,4,3
3951,0.773,0.54,6,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,280000,4,9
3952,0.547,0.678,5,-9.841,0,0.0416,0.432,0.0,0.114,0.895,125.883,118413,4,8
3953,0.299,0.215,10,-15.746,1,0.0331,0.919,0.0502,0.119,0.18,74.75,189680,4,2
3954,0.343,0.81,7,-8.082,1,0.0401,0.0338,0.0,0.992,0.485,162.05,194000,4,7
3955,0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631,227867,4,4
3956,0.659,0.818,7,-7.09,0,0.0265,0.00601,0.299,0.336,0.39,119.943,333467,4,5
3957,0.804,0.443,6,-10.268,0,0.134,0.0312,0.0225,0.112,0.58,92.035,203027,4,8
3958,0.633,0.858,11,-7.42,0,0.0473,0.208,0.0114,0.0655,0.725,102.559,356520,4,5
3959,0.641,0.812,0,-7.945,0,0.0293,0.155,4.43e-05,0.078,0.822,112.777,257333,4,5
3960,0.699,0.552,7,-10.313,1,0.0355,0.00923,0.00018,0.0857,0.933,131.846,164960,4,3
3961,0.671,0.288,8,-17.244,1,0.0459,0.642,0.00209,0.0786,0.635,96.555,306667,4,2
3962,0.588,0.748,5,-7.185,1,0.0368,0.0826,0.0,0.0586,0.762,110.304,207333,4,3
3963,0.79,0.727,6,-11.84,0,0.105,0.00418,0.000162,0.0628,0.67,123.958,337093,4,5
3964,0.673,0.581,5,-11.824,1,0.0654,0.418,1.48e-05,0.232,0.871,137.945,230827,4,0
3965,0.699,0.782,4,-5.203,1,0.0567,0.569,1e-05,0.0921,0.97,164.817,183067,4,10
3966,0.573,0.886,7,-5.206,1,0.0459,0.0914,4.41e-05,0.0718,0.682,119.827,173964,4,3
3967,0.522,0.635,9,-7.349,1,0.0374,0.608,0.0,0.118,0.827,96.666,128160,4,0
3968,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4,9
3969,0.589,0.656,2,-8.042,0,0.0773,0.592,0.00112,0.426,0.89,171.689,157333,4,10
3970,0.439,0.794,7,-11.792,1,0.0633,0.159,1.69e-06,0.434,0.748,145.056,186600,4,10
3971,0.397,0.415,11,-9.3,1,0.0305,0.772,0.0,0.175,0.474,72.207,162467,4,2
3972,0.617,0.711,9,-6.433,1,0.0297,0.36,1.59e-06,0.0841,0.963,142.266,114987,4,0
3973,0.698,0.783,4,-13.012,1,0.253,0.319,0.0,0.32,0.964,130.231,164933,4,4
3974,0.706,0.556,5,-10.82,1,0.0266,0.441,4.46e-06,0.0974,0.659,96.495,268973,4,0
3975,0.632,0.656,7,-9.29,1,0.0277,0.123,0.000264,0.0735,0.752,86.605,343240,4,3
3976,0.543,0.442,4,-11.867,1,0.0284,0.476,0.0,0.346,0.365,84.321,170920,4,2
3977,0.797,0.502,10,-3.925,0,0.0968,0.0154,0.0,0.1,0.385,106.997,236520,4,5
3978,0.613,0.801,7,-5.165,1,0.0352,0.133,0.0,0.545,0.691,149.258,218933,4,7
3979,0.563,0.704,4,-7.323,0,0.0524,0.644,0.0,0.719,0.672,108.275,209920,1,11
3980,0.679,0.802,0,-7.739,1,0.0406,0.236,2.33e-06,0.132,0.894,97.375,439867,4,1
3981,0.494,0.666,9,-9.743,0,0.0351,0.229,5.69e-05,0.0469,0.699,140.832,147893,4,8
3982,0.368,0.473,6,-8.09,1,0.0327,0.261,8.88e-06,0.0935,0.183,158.168,275333,3,11
3983,0.697,0.656,9,-7.062,0,0.0283,0.43,4.66e-05,0.221,0.881,119.632,252373,4,5
3984,0.529,0.743,9,-5.523,1,0.0481,0.177,0.0,0.0759,0.78,116.817,180547,4,3
3985,0.286,0.307,7,-11.45,1,0.0462,0.521,1.19e-05,0.762,0.21,145.592,274120,5,7
3986,0.322,0.36,1,-8.429,1,0.0273,0.893,2.92e-06,0.0918,0.378,97.63,170187,3,11
3987,0.586,0.48,9,-9.138,1,0.0243,0.385,0.0,0.0947,0.488,79.873,324440,4,9
3988,0.517,0.335,4,-13.104,1,0.0324,0.561,0.0,0.0876,0.163,138.096,244360,4,2
3989,0.459,0.534,2,-11.926,0,0.0305,0.665,0.825,0.18,0.931,202.954,118133,4,6
3990,0.683,0.764,7,-7.89,0,0.0315,0.0222,0.00932,0.263,0.738,123.873,269000,4,5
3991,0.545,0.816,8,-5.328,1,0.0455,0.492,9.97e-05,0.0566,0.896,165.37,151000,4,10
3992,0.764,0.878,5,-5.647,0,0.0523,0.287,0.00356,0.18,0.825,112.37,260907,4,5
3993,0.46,0.389,0,-11.603,1,0.031,0.349,0.0,0.0533,0.606,123.213,159973,4,0
3994,0.601,0.48,6,-11.41,0,0.0732,0.2,0.0955,0.0297,0.802,188.214,361107,4,8
3995,0.495,0.85,9,-6.884,1,0.121,0.2,0.0,0.227,0.9,140.059,97947,4,10
